,text,start,end
3030,that's,857.92,858.14
3031,all,858.14,858.28
3032,the,858.28,858.42
3033,questions,858.42,858.66
3034,for,858.66,858.92
3035,today.,858.92,859.1800000000001
3036,We,859.1800000000001,859.34
3037,hope,859.34,859.5
3038,you,859.5,859.66
3039,learned,859.66,859.86
3040,a,859.86,860.0
3041,little,860.0,860.16
3042,something,860.16,860.4
3043,along,860.4,860.72
3044,the,860.72,860.86
3045,way.,860.86,861.16
3046,We'll,861.1800000000001,861.52
3047,see,861.52,861.62
3048,you,861.62,861.74
3049,next,861.74,862.0
3050,time.,862.0,862.3
